Date,Open,High,Low,Close,Volume,Return,Event,Event_Type
1980-12-12,0.09838949143886566,0.09881724809647553,0.09838949143886566,0.09838949143886566,469033600,,,
1980-12-15,0.09368418539130856,0.09368418539130856,0.09325642883777618,0.09325642883777618,175884800,-5.217084188588272,,
1980-12-16,0.08683935362955003,0.08683935362955003,0.08641160279512405,0.08641160279512405,105728000,-7.3397900047824205,,
1980-12-17,0.08855036646127701,0.08897812299787768,0.08855036646127701,0.08855036646127701,86441600,2.4750885262755817,,
1980-12-18,0.09111766517162323,0.09154541602289686,0.09111766517162323,0.09111766517162323,73449600,2.899252496565219,,
1980-12-19,0.09667850285768509,0.09710625963310365,0.09667850285768509,0.09667850285768509,48630400,6.102919423569331,,
1980-12-22,0.1013837680220604,0.10181228998357517,0.1013837680220604,0.1013837680220604,37363200,4.86691976529845,,
1980-12-23,0.105662040412426,0.10608979693298276,0.105662040412426,0.105662040412426,46950400,4.219879053454267,,
1980-12-24,0.11122285574674606,0.11165061232436137,0.11122285574674606,0.11122285574674606,48003200,5.262831677880508,,
1980-12-26,0.1214897409081459,0.12191749759313703,0.1214897409081459,0.1214897409081459,55574400,9.230913100071358,,
1980-12-29,0.12320069968700409,0.1236284561756932,0.12320069968700409,0.12320069968700409,93161600,1.408315439697727,,
1980-12-30,0.1206342279719941,0.1206342279719941,0.12020648270845413,0.12020648270845413,68880000,-2.4303571214748576,,
1980-12-31,0.11721219512768816,0.11721219512768816,0.11678443849086761,0.11678443849086761,35750400,-2.846805047849421,,
1981-01-02,0.118067666888237,0.11892317994384653,0.118067666888237,0.118067666888237,21660800,1.0988008453452824,,
1981-01-05,0.11592893298424697,0.11592893298424697,0.11550118774175644,0.11550118774175644,35728000,-2.1737358026308717,,
1981-01-06,0.11079512932607158,0.11079512932607158,0.11036737263202667,0.11036737263202667,45158400,-4.444815858697682,,
1981-01-07,0.10608979693298276,0.10608979693298276,0.105662040412426,0.105662040412426,55686400,-4.263336262691164,,
1981-01-08,0.1039510367904228,0.1039510367904228,0.10352329164743423,0.10352329164743423,39827200,-2.0241410790892145,,
1981-01-09,0.10908407717943192,0.10951183372919693,0.10908407717943192,0.10908407717943192,21504000,5.371530834757321,,
1981-01-12,0.10908402079323697,0.10908402079323697,0.10822851955890656,0.10822851955890656,23699200,-0.7843102702496663,,
1981-01-13,0.10480655369526888,0.10480655369526888,0.10437879711389542,0.10437879711389542,23049600,-3.557031418983625,,
1981-01-14,0.10480654239654541,0.10523429893180436,0.10480654239654541,0.10480654239654541,14291200,0.4098009312976103,,
1981-01-15,0.10694531351327896,0.10780081515971891,0.10694531351327896,0.10694531351327896,14067200,2.0406847395473715,,
1981-01-16,0.10651758705405033,0.10651758705405033,0.10608983039855957,0.10608983039855957,13395200,-0.7999257626311707,,
1981-01-19,0.11250611394643784,0.11293387052363427,0.11250611394643784,0.11250611394643784,41574400,6.047972292700909,,
1981-01-20,0.10951183372919693,0.10951183372919693,0.10908407717943192,0.10908407717943192,30083200,-3.0416451577334636,,
1981-01-21,0.11122285574674606,0.11207835747899011,0.11122285574674606,0.11122285574674606,15904000,1.9606698086615193,,
1981-01-22,0.11250611394643784,0.1133616271008307,0.11250611394643784,0.11250611394643784,35548800,1.1537720292075004,,
1981-01-23,0.11250607293097627,0.11293382935222888,0.11207831650972366,0.11207831650972366,11222400,-0.380243723392526,,
1981-01-26,0.11079512932607158,0.11079512932607158,0.11036737263202667,0.11036737263202667,24640000,-1.526561007497429,,
1981-01-27,0.11036734657696053,0.11036734657696053,0.1095118448138237,0.1095118448138237,23699200,-0.7751637080782636,,
1981-01-28,0.10651758705405033,0.10651758705405033,0.10608983039855957,0.10608983039855957,28156800,-3.1247893057429033,,
1981-01-29,0.10266777509831873,0.10266777509831873,0.10224001854658127,0.10224001854658127,43904000,-3.6288227038494436,,
1981-01-30,0.0975340164085222,0.0975340164085222,0.09667850285768509,0.09667850285768509,46188800,-5.439666158083012,,
1981-02-02,0.09154541602289686,0.09154541602289686,0.09111766517162323,0.09111766517162323,23766400,-5.751886429445074,,
1981-02-03,0.09453970938920975,0.09496746030636746,0.09453970938920975,0.09453970938920975,19152000,3.755632029355649,,
1981-02-04,0.09796173870563507,0.09838948390751394,0.09796173870563507,0.09796173870563507,27865600,3.619674038067111,,
1981-02-05,0.09796173870563507,0.09881724053238061,0.09796173870563507,0.09796173870563507,7929600,0.0,,
1981-02-06,0.09838949143886566,0.09881724809647553,0.09838949143886566,0.09838949143886566,13865600,0.4366528594556218,,
1981-02-09,0.09411193623334799,0.09411193623334799,0.09325642883777618,0.09325642883777618,16755200,-5.217084188588272,,
1981-02-10,0.09325642883777618,0.09368418539130856,0.09325642883777618,0.09325642883777618,18345600,0.0,,
1981-02-11,0.09068994799510907,0.09068994799510907,0.09026219695806503,0.09026219695806503,13843200,-3.2107511696804925,,
1981-02-12,0.08983443871302806,0.08983443871302806,0.08940591663122177,0.08940591663122177,14560000,-0.9486588579724953,,
1981-02-13,0.08812261562316763,0.08812261562316763,0.08726710826158524,0.08726710826158524,11155200,-2.3922447755427845,,
1981-02-17,0.08940591663122177,0.08983443871302806,0.08940591663122177,0.08940591663122177,12275200,2.450875721956325,,
1981-02-18,0.09325642883777618,0.09411193623334799,0.09325642883777618,0.09325642883777618,19241600,4.306775604613344,,
1981-02-19,0.08812265497527569,0.08812265497527569,0.08769489824771881,0.08769489824771881,22310400,-5.963696722433909,,
1981-02-20,0.08341733002567396,0.08341733002567396,0.08298957347869873,0.08298957347869873,24371200,-5.365562721480755,,
1981-02-23,0.0842728242278099,0.08470058073687446,0.0842728242278099,0.0842728242278099,14112000,1.5462794846638817,,
1981-02-24,0.0821340473815603,0.0821340473815603,0.08127854019403458,0.08127854019403458,16979200,-3.553083762425069,,
1981-02-25,0.08641160279512405,0.08683935362955003,0.08641160279512405,0.08641160279512405,19488000,6.315397137836665,,
1981-02-26,0.08769489824771881,0.08812265497527569,0.08769489824771881,0.08769489824771881,10841600,1.4850962267617618,,
1981-02-27,0.09068992733955383,0.09154543493028693,0.09068992733955383,0.09068992733955383,14761600,3.4152831597737077,,
