Event,Date,Domain,Event_Type,Event_Day_Return_Pct,Cumulative_Return_30d_Pct,Pre_Event_Avg_Return_Pct,Post_Event_Avg_Return_Pct,Pre_Event_Volatility_Pct,Post_Event_Volatility_Pct,Pre_Event_Avg_Volume,Post_Event_Avg_Volume,Volume_Change_Pct,Event_Day_Price,Price_30d_After
Autopilot Announcement,2014-10-10,Autonomous Driving,Product Announcement,-7.820713466800234,2.4777357740005668,-0.04674427524287107,0.12398871950294683,2.59479472829877,2.9788687571233727,93550850.0,94937100.0,1.4818144356785634,15.793999671936035,16.185333251953125
Model 3 First Deliveries,2017-07-28,Electric Vehicles,Product Launch,0.1823831604937487,8.54150327732166,-0.3979988881441221,0.30077001600285447,2.56801269784268,2.3894610168892414,126120650.0,85811250.0,-31.96098339169676,22.33799934387207,24.246000289916992
Cybertruck Reveal,2019-11-21,Electric Vehicles,Product Reveal,0.741013246629163,32.192883089275966,1.2896999222062007,0.962331165747947,3.842811060923265,2.391166188236452,137977200.0,153792200.0,11.462038655661955,23.655332565307617,31.270666122436523
Tesla Bot Announcement,2021-08-19,Robotics/AI,Product Announcement,-2.252568828990298,15.108321494500787,0.2447220384260381,0.48227809943201616,2.174237040364205,1.5864642273447531,60035250.0,53454590.0,-10.961326887120482,224.49000549316406,258.40667724609375
Dojo Supercomputer Announcement,2021-08-19,AI Infrastructure,Technology Announcement,-2.252568828990298,15.108321494500787,0.2447220384260381,0.48227809943201616,2.174237040364205,1.5864642273447531,60035250.0,53454590.0,-10.961326887120482,224.49000549316406,258.40667724609375
Cybertruck Deliveries Begin,2023-11-30,Electric Vehicles,Product Launch,-1.6629792613843564,-8.401365384501712,-0.08218861453941248,-0.2707143329582539,3.524816260004772,2.1005096271248247,126437316.66666667,111138003.33333333,-12.100314793667854,240.0800018310547,219.91000366210938
Optimus Gen 2 Reveal,2023-12-13,Robotics/AI,Product Reveal,0.9619842336358264,-20.20978810949471,0.6446568619029358,-0.701417484933962,2.604722935695892,3.1005126437477015,122082353.33333333,112896173.33333333,-7.524576443016362,239.2899932861328,190.92999267578125
FSD v12 Wide Rollout,2024-03-16,Autonomous Driving,Software Release,6.254200201423088,5.45454290050611,-0.4393145579380805,0.2756831348216445,2.820506252178628,4.620593540706371,102087163.33333333,104606750.0,2.4680739325078083,173.8000030517578,183.27999877929688
