Event,Year,Domain,Day,Normalized_Price,Daily_Return_Pct
Dojo Supercomputer Announcement,2021,AI Infrastructure,-6,105.10044842445818,-0.3056357047287239
Dojo Supercomputer Announcement,2021,AI Infrastructure,-5,107.24308170028134,2.0386528392057013
Dojo Supercomputer Announcement,2021,AI Infrastructure,-4,106.48878136797836,-0.7033557040173943
Dojo Supercomputer Announcement,2021,AI Infrastructure,-3,101.88575083075742,-4.3225497353706395
Dojo Supercomputer Announcement,2021,AI Infrastructure,-2,98.84775720139855,-2.981764971635026
Dojo Supercomputer Announcement,2021,AI Infrastructure,-1,102.3044788001123,3.497015710402862
Dojo Supercomputer Announcement,2021,AI Infrastructure,0,100.0,-2.252568828990298
Dojo Supercomputer Announcement,2021,AI Infrastructure,1,101.00820565168567,1.0082056516856674
Dojo Supercomputer Announcement,2021,AI Infrastructure,2,104.87475103106767,3.8279517534598018
Dojo Supercomputer Announcement,2021,AI Infrastructure,3,105.19993064248752,0.31006472789958384
Dojo Supercomputer Announcement,2021,AI Infrastructure,4,105.60232520312935,0.38250458739306215
Dojo Supercomputer Announcement,2021,AI Infrastructure,5,104.11153971298741,-1.411697599720807
Dojo Supercomputer Announcement,2021,AI Infrastructure,6,105.70923664118506,1.534601190801843
Dojo Supercomputer Announcement,2021,AI Infrastructure,7,108.52896209717977,2.667435264494311
Dojo Supercomputer Announcement,2021,AI Infrastructure,8,109.24317318912082,0.658083407543808
Dojo Supercomputer Announcement,2021,AI Infrastructure,9,109.00114238701724,-0.22155233598404322
Dojo Supercomputer Announcement,2021,AI Infrastructure,10,108.74871883338544,-0.2315788147756681
Dojo Supercomputer Announcement,2021,AI Infrastructure,11,108.92392743779524,0.16111325842673718
Dojo Supercomputer Announcement,2021,AI Infrastructure,12,111.7971052142725,2.637783858939624
Dojo Supercomputer Announcement,2021,AI Infrastructure,13,111.93816523550527,0.12617502122473923
Dojo Supercomputer Announcement,2021,AI Infrastructure,14,112.08516591392285,0.1313231087076927
Dojo Supercomputer Announcement,2021,AI Infrastructure,15,109.32484023268616,-2.4627038366134335
Dojo Supercomputer Announcement,2021,AI Infrastructure,16,110.32414169568514,0.914066245943812
Dojo Supercomputer Announcement,2021,AI Infrastructure,17,110.54538019764173,0.20053498586631857
Dojo Supercomputer Announcement,2021,AI Infrastructure,18,112.22919626374805,1.5231899000174076
Dojo Supercomputer Announcement,2021,AI Infrastructure,19,112.40144133665602,0.15347617076681974
Dojo Supercomputer Announcement,2021,AI Infrastructure,20,112.77265084562265,0.33025333532406
Dojo Supercomputer Announcement,2021,AI Infrastructure,21,108.41908033053164,-3.860484330594227
Dojo Supercomputer Announcement,2021,AI Infrastructure,22,109.78662777099541,1.2613531089680885
Dojo Supercomputer Announcement,2021,AI Infrastructure,23,111.65159309869641,1.69871810945057
Dojo Supercomputer Announcement,2021,AI Infrastructure,24,111.90401665232821,0.22608146164888598
Dojo Supercomputer Announcement,2021,AI Infrastructure,25,114.98507664773201,2.7533059916662994
Dojo Supercomputer Announcement,2021,AI Infrastructure,26,117.50486688679725,2.191406322043732
Dojo Supercomputer Announcement,2021,AI Infrastructure,27,115.45577517181856,-1.7438356123178789
Dojo Supercomputer Announcement,2021,AI Infrastructure,28,116.01259283381378,0.4822778775393388
