Date,Close,Volume,Return,Cumulative_Return_Pct,Event,Event_Description
2020-01-02,28.68400001525879,142981500,2.85181750157113,0.0,,
2020-01-03,29.534000396728516,266677500,2.963325829792085,2.963325829792085,,
2020-01-06,30.1026668548584,151995000,1.925463704513497,4.9458472976047,,
2020-01-07,31.270666122436523,268231500,3.880052465815398,9.017801233446265,,
2020-01-08,32.80933380126953,467164500,4.920482578812169,14.382003150942069,,
2020-01-09,32.089332580566406,426606000,-2.1945011900097344,11.87188873063767,,
2020-01-10,31.876667022705078,194392500,-0.6627297633174267,11.13048042723439,,
2020-01-13,34.990665435791016,397764000,9.768895885093333,21.98670135677494,,
2020-01-14,35.861331939697266,434943000,2.4882822120200876,25.022074747665645,,
2020-01-15,34.56666564941406,260532000,-3.6102013513057862,20.50852611569489,,
2020-01-16,34.232666015625,326050500,-0.9662477636014799,19.344115177152887,,
2020-01-17,34.03333282470703,204436500,-0.5822894156913949,18.64918702622578,,
2020-01-21,36.47999954223633,267052500,7.1890306192789355,27.178913411066684,,
2020-01-22,37.97066879272461,470535000,4.086264444061727,32.37578013012714,,
2020-01-23,38.14666748046875,294765000,0.4635122144013071,32.989358039939276,,
2020-01-24,37.654666900634766,215304000,-1.2897603180825445,31.274114072667423,,
2020-01-27,37.201332092285156,204121500,-1.2039272835579595,29.693669197097595,,
2020-01-28,37.793331146240234,176827500,1.5913383222044608,31.757534256504073,,
2020-01-29,38.732666015625,267022500,2.4854513769903885,35.032303705970946,,
2020-01-30,42.72066879272461,435085500,10.296225866535558,48.93553468832399,,
2020-01-31,43.371334075927734,235789500,1.5230690473505337,51.20392571766785,,
2020-02-03,52.0,705975000,19.8948593763949,81.28573411078648,,
2020-02-04,59.137332916259766,914082000,13.725640223576473,106.16836175150249,,
2020-02-05,48.97999954223633,726357000,-17.17583947927872,70.75721488000572,,
2020-02-06,49.930667877197266,598212000,1.940931694254422,74.07149578383789,,
2020-02-07,49.871334075927734,255952500,-0.1188323805631053,73.86464248151616,,
2020-02-10,51.41866683959961,370338000,3.1026496329857656,79.25905317336093,,
2020-02-11,51.62533187866211,175462500,0.4019260937028868,79.97954208338938,,
2020-02-12,51.15266799926758,180337500,-0.9155657933695438,78.33171096101073,,
2020-02-13,53.599998474121094,394339500,4.7843652551780025,86.8637513791938,,
2020-02-14,53.33533477783203,235405500,-0.49377556683485313,85.94106383161231,,
2020-02-18,57.22666549682617,245725500,7.29597130158357,99.50727048662591,,
2020-02-19,61.16133117675781,381345000,6.8755808953255615,113.22455426098985,,
2020-02-20,59.96066665649414,264523500,-1.9631105097986157,109.03872062682112,,
2020-02-21,60.06666564941406,214722000,0.17678087791648256,109.40826111233055,,
2020-02-24,55.58599853515625,227883000,-7.459490327646511,93.78747212936351,,
2020-02-25,53.32733154296875,259357500,-4.06337396414489,85.9131624410844,,
2020-02-26,51.91999816894531,211282500,-2.6390470576789893,81.00682659784502,,
2020-02-27,45.266666412353516,364158000,-12.81458395846271,57.81155483291516,,
2020-02-28,44.53266525268555,363343500,-1.6215047800994142,55.25263292775022,,
2020-03-02,49.574668884277344,302925000,11.322034293215232,72.83038926894965,,
2020-03-03,49.70066833496094,386760000,0.25416095259802596,73.26965663269449,,
2020-03-04,49.96666717529297,225735000,0.5352017372066697,74.19699884504467,,
2020-03-05,48.30266571044922,162790500,-3.3302230445070524,68.3958502466673,,
2020-03-06,46.89866638183594,189943500,-2.9066704869448956,63.5011377663075,,
2020-03-09,40.53333282470703,256105500,-13.572525720249962,41.30990379007409,,
2020-03-10,43.02199935913086,233916000,6.139802382366311,49.986052629496605,,
2020-03-11,42.28200149536133,199837500,-1.7200452670558586,47.40622462999904,,
2020-03-12,37.369998931884766,283636500,-11.617242301113507,30.28168634780839,,
2020-03-13,36.44133377075195,339604500,-2.48505535904755,27.044114319364667,,
2020-03-16,29.67133331298828,307342500,-18.57780645558401,3.4421046479022,,
2020-03-17,28.68000030517578,359919000,-3.341046380880208,-0.013944045742853017,,
2020-03-18,24.08133316040039,356793000,-16.03440409986845,-16.04611230096903,,
2020-03-19,28.50933265686035,452932500,18.387684215678778,-0.6089365440856254,,
2020-03-20,28.50200080871582,424282500,-0.025717361513777348,-0.6344973031869761,,
2020-03-23,28.952667236328125,246817500,1.5811747064244486,0.9366448923665338,,
2020-03-24,33.66666793823242,343428000,16.281749323562988,17.37089638935658,,
2020-03-25,35.95000076293945,318340500,6.782176450892674,25.331197684477157,,
2020-03-26,35.21066665649414,260710500,-2.0565621439638027,22.75368371832176,,
2020-03-27,34.29066848754883,215661000,-2.6128393930185068,19.546327113748106,,
2020-03-30,33.47533416748047,179971500,-2.377714859552571,16.7038563299152,,
2020-03-31,34.93333435058594,266572500,4.355446239344318,21.786830051606266,,
2020-04-01,32.104000091552734,200298000,-8.099239055277142,11.923023547882572,,
2020-04-02,30.29800033569336,297876000,-5.625466454987249,5.6268314027889454,,
2020-04-03,32.000667572021484,338431500,5.619734693587186,11.562779092868336,,
2020-04-06,34.41600036621094,223527000,7.547757523349929,19.983267145108584,,
2020-04-07,36.36333465576172,268797000,5.658223700690801,26.77218880357628,,
2020-04-08,36.589332580566406,189840000,0.6214994497730331,27.560077259455728,,
2020-04-09,38.20000076293945,204750000,4.402015748241661,33.1752919488862,,
2020-04-13,43.39666748046875,337131000,13.603839302984921,51.29224465689368,,
2020-04-14,47.32600021362305,458647500,9.054457315006381,64.99093637026714,,
2020-04-15,48.65533447265625,353655000,2.8088878270565276,69.62534669771816,,
2020-04-16,49.680667877197266,309868500,2.1073401625000487,73.19992975445912,,
2020-04-17,50.259334564208984,196923000,1.164772358620647,75.21731466138944,,
2020-04-20,49.75733184814453,221199000,-0.9988248360573104,73.4672006054788,,
2020-04-21,45.781333923339844,303136500,-7.9907779961737475,59.60582170891762,,
2020-04-22,48.807334899902344,212482500,6.609682849410836,70.15526033307317,,
2020-04-23,47.04199981689453,198550500,-3.6169462779073958,64.00083597779246,,
2020-04-24,48.34333419799805,198180000,2.766324531628772,68.53763133552239,,
2020-04-27,53.25,310221000,10.149622245552825,85.64356425768038,,
2020-04-28,51.27466583251953,228330000,-3.7095477323576875,78.75702762949162,,
2020-04-29,53.367332458496094,243240000,4.081287692467694,86.05261619755515,,
2020-04-30,52.12533187866211,427078500,-2.327267492336982,81.72267414214696,,
2020-05-01,46.75466537475586,487977000,-10.303371336624089,62.99911222243819,,
2020-05-04,50.74599838256836,288556500,8.536758793631606,76.91395326862862,,
2020-05-05,51.2140007019043,254875500,0.9222447764407393,78.54553296144336,,
2020-05-06,52.172000885009766,166848000,1.8705825945557253,81.88537462437687,,
2020-05-07,52.00266647338867,172915500,-0.3245695176505081,81.2950301412817,,
2020-05-08,54.62799835205078,241297500,5.048456274844226,90.44763046642998,,
2020-05-11,54.08599853515625,247794000,-0.9921648847567299,88.55807595309082,,
2020-05-12,53.96066665649414,238603500,-0.2317270311292141,88.12113592173034,,
2020-05-13,52.73066711425781,285982500,-2.279437261341355,83.8330326530718,,
2020-05-14,53.55533218383789,205233000,1.5639192802040291,86.70803289411695,,
2020-05-15,53.27799987792969,157776000,-0.5178425650618879,85.74117922740146,,
2020-05-18,54.242000579833984,174987000,1.8093785504579962,89.1019402837098,,
2020-05-19,53.867332458496094,144547500,-0.6907343337870575,87.7957482563127,,
2020-05-20,54.37066650390625,109639500,0.934395713390801,89.55050367794985,,
2020-05-21,55.17333221435547,183819000,1.476284478490908,92.34880834264875,,
2020-05-22,54.45866775512695,149812500,-1.2953077701596039,89.85729928237703,,
2020-05-26,54.591331481933594,121345500,0.24360442933191173,90.31980007283886,,
2020-05-27,54.68199920654297,173242500,0.16608447192643094,90.63589170776125,,
2020-05-28,53.72066879272461,108834000,-1.7580381620416863,87.28443998099036,,
2020-05-29,55.66666793823242,176467500,3.6224402808837652,94.06870697468932,,
