Date,Price_USD,Cumulative_Return_Pct,Month
2025-10-08,189.1,529.02,2025-10
2025-10-09,192.56,540.52,2025-10
2025-10-10,183.15,509.22,2025-10
2025-10-13,188.31,526.39,2025-10
2025-10-14,180.02,498.81,2025-10
2025-10-15,179.82,498.15,2025-10
2025-10-16,181.8,504.73,2025-10
2025-10-17,183.21,509.42,2025-10
2025-10-20,182.63,507.5,2025-10
2025-10-21,181.15,502.57,2025-10
2025-10-22,180.27,499.65,2025-10
2025-10-23,182.15,505.9,2025-10
2025-10-24,186.25,519.54,2025-10
2025-10-27,191.48,536.93,2025-10
2025-10-28,201.02,568.66,2025-10
2025-10-29,207.03,588.65,2025-10
2025-10-30,202.88,574.85,2025-10
2025-10-31,202.48,573.52,2025-10
2025-11-03,206.87,588.12,2025-11
2025-11-04,198.68,560.88,2025-11
2025-11-05,195.2,549.31,2025-11
2025-11-06,188.07,525.59,2025-11
2025-11-07,188.14,525.82,2025-11
2025-11-10,199.04,562.08,2025-11
2025-11-11,193.15,542.49,2025-11
2025-11-12,193.79,544.62,2025-11
2025-11-13,186.85,521.53,2025-11
2025-11-14,190.16,532.54,2025-11
2025-11-17,186.59,520.67,2025-11
2025-11-18,181.35,503.24,2025-11
2025-11-19,186.51,520.4,2025-11
2025-11-20,180.63,500.84,2025-11
2025-11-21,178.87,494.99,2025-11
2025-11-24,182.54,507.2,2025-11
2025-11-25,177.81,491.46,2025-11
2025-11-26,180.25,499.58,2025-11
2025-11-28,176.99,488.74,2025-11
2025-12-01,179.91,498.45,2025-12
2025-12-02,181.45,503.57,2025-12
2025-12-03,179.58,497.35,2025-12
2025-12-04,183.38,509.99,2025-12
2025-12-05,182.41,506.76,2025-12
2025-12-08,185.55,517.21,2025-12
2025-12-09,184.97,515.28,2025-12
